player,player_id,team,class,poss,position,value_three_pct,value_two_pct,value_ft_pct,value_scoring,color_three_pct,color_two_pct,color_ft_pct,color_scoring,value_assist_rate,value_TO,value_playmaking,color_assist_rate,color_TO,color_playmaking,value_oreb_pct,value_dreb_pct,value_reb_pct,color_oreb_pct,color_dreb_pct,color_reb_pct,value_blk_pct,value_STL,value_PF,value_D,color_blk_pct,color_STL,color_PF,color_D
Sam Wright,2122313,Colgate,JR,1422,PF,31.272414260912,57.9588902602819,63.4805990037017,26.8588790233581,#DCE9F5,#FFEBD2,#DCE9F5,#FFEBD2,5.31261959630529,2.43879082096529,-2.91558318009301,#DCE9F5,#FFEBD2,#FFFFFF,7.6083590569259,13.082763293352,20.6911223502779,#FFEBD2,#FFFFFF,#FFFFFF,0.31220924435324,1.22259003325595,5.83305199598762,-1.4221226,#DCE9F5,#DCE9F5,#FFFFFF,#DCE9F5
Tyran Mason,2319738,UT Arlington,SO,807,PF,33.17025228197,50.6008169229704,68.6889647358588,22.5516728612403,#FFFFFF,#FFFFFF,#FFFFFF,#FFEBD2,5.83658618402251,2.79404803395372,-3.85042941650436,#DCE9F5,#FFFFFF,#FFFFFF,6.64719995069836,16.4935256307968,23.1407255814952,#FFFFFF,#FFEBD2,#FFEBD2,0.531112442960531,1.98825825128802,5.08708253664637,-0.27525481,#DCE9F5,#FFFFFF,#FFFFFF,#FFFFFF
Demarris Winters,2534679,Texas-Rio Grande Valley,FR,181,SF,33.5167812797303,46.5851083267497,74.3902351147629,13.6856268250305,#FFFFFF,#FFFFFF,#FFFFFF,#DCE9F5,6.82806615678796,2.5833326188925,-2.06778986418081,#FFFFFF,#FFFFFF,#FFFFFF,3.01497190642921,10.1656615300206,13.1806334364498,#FFFFFF,#FFFFFF,#FFFFFF,0.635013909120241,1.1408884423034,4.78822393212117,-0.54661241,#FFFFFF,#DCE9F5,#FFFFFF,#FFFFFF
Joseph Venzant,1705225,Abilene Christian,SR,1290,SF,32.1550945317823,55.9705520277996,74.6468896799056,9.26347783775454,#FFFFFF,#FFEBD2,#FFFFFF,#CBDEF0,5.27854155010554,2.37068267328809,-2.67376230325303,#DCE9F5,#FFEBD2,#FFFFFF,5.98859992859952,14.4263109234724,20.4149108520719,#FFFFFF,#FFFFFF,#FFFFFF,1.20048078114498,2.99039686481602,7.40378303310238,0.93835283,#FFFFFF,#FFD7A5,#DCE9F5,#FFEBD2
Jakai Newton,2099637,Georgia State,SO,581,PF,33.7587301627001,45.2597314632785,80.024116349457,24.8194786432582,#FFFFFF,#DCE9F5,#FFEBD2,#FFEBD2,7.7381625448386,3.55016396746815,-5.09848875644224,#FFFFFF,#FFFFFF,#DCE9F5,4.39888950666737,16.0191558543708,20.4180453610382,#FFFFFF,#FFEBD2,#FFFFFF,0.788250401310176,2.5285824055624,5.73259512607636,0.45376338,#FFFFFF,#FFEBD2,#FFFFFF,#FFFFFF
Djordje Curcic,2134397,College of Charleston,JR,83,PG,33.4415572638266,46.0271194906185,74.7904625813387,14.6226592245213,#FFFFFF,#FFFFFF,#FFFFFF,#DCE9F5,7.40980042626043,2.20333203398932,0.00935890431598141,#FFFFFF,#FFEBD2,#FFFFFF,0.0252698558649388,6.40958565014387,6.43485550600881,#CBDEF0,#CBDEF0,#CBDEF0,0.388294339523458,2.08109947313074,3.76587908034046,-0.35062733,#DCE9F5,#FFFFFF,#FFEBD2,#FFFFFF
Cade Orness,2281214,Gonzaga,FR,33,SG,33.4559152866519,45.140216528481,67.3345572155481,11.5887224904596,#FFFFFF,#DCE9F5,#FFFFFF,#DCE9F5,9.31724138465377,3.80461103115181,-4.63276956710159,#FFFFFF,#FFFFFF,#DCE9F5,2.75692657707596,9.83225896980913,12.5891855468851,#FFFFFF,#FFFFFF,#FFFFFF,0.84258677887721,2.00764915295739,4.71581334742123,0.094532993,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
Caleb McCarty,2153803,Cal State Bakersfield,SR,91,C,31.5570058410625,55.0342665055504,66.2981344684847,13.546932580358,#DCE9F5,#FFEBD2,#FFFFFF,#DCE9F5,6.38121642855086,2.41925528930725,-1.82922116164169,#DCE9F5,#FFEBD2,#FFFFFF,9.69766170473926,12.381793274173,22.0794549789122,#FFEBD2,#FFFFFF,#FFFFFF,5.29850283467342,1.69848874179739,8.14993406664028,0.055775478,#FFEBD2,#FFFFFF,#DCE9F5,#FFFFFF
Melo Sanchez,1925402,Central Connecticut,SR,1116,SG,37.572654196115,46.7759002383412,73.9981376965128,20.58608261016,#FFEBD2,#FFFFFF,#FFFFFF,#FFFFFF,5.21883804952375,2.32647432542959,-2.55224351971255,#DCE9F5,#FFEBD2,#FFFFFF,1.89399320218626,7.7339235415091,9.62791674369536,#DCE9F5,#DCE9F5,#DCE9F5,0.662429320962027,2.06381816922216,4.30034655676773,-0.81118028,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
Arthur Cox,2139096,Fairleigh Dickinson,SR,899,PF,31.9381838445563,51.0056754190538,75.4066969631899,26.7604474005927,#FFFFFF,#FFFFFF,#FFFFFF,#FFEBD2,10.6915171456482,4.24893016394425,-5.12394292902753,#FFFFFF,#DCE9F5,#DCE9F5,9.15426938756404,12.5719700264326,21.7262394139966,#FFEBD2,#FFFFFF,#FFFFFF,1.91165988733671,1.19994210228357,6.79389796875266,-1.4505827,#FFFFFF,#DCE9F5,#DCE9F5,#DCE9F5
Jayden Harris,2334509,Eastern Kentucky,FR,514,PF,32.408773649096,49.6746955438345,71.4971542041823,28.6321420903971,#FFFFFF,#FFFFFF,#FFFFFF,#FFD7A5,6.52195936990899,2.49398756012369,-1.99709254730278,#FFFFFF,#FFEBD2,#FFFFFF,7.73896708506136,16.2852955368548,24.0242626219162,#FFEBD2,#FFEBD2,#FFEBD2,1.63981990484935,1.22087800936174,5.1829972884048,-1.6379214,#FFFFFF,#DCE9F5,#FFFFFF,#DCE9F5
Brayden Johnson,2540197,Southern Utah,SO,51,PG,33.6128639007614,42.8026391829389,71.65732428798,9.57276527217523,#FFFFFF,#DCE9F5,#FFFFFF,#CBDEF0,21.7041602194763,3.74006119486488,7.30884389606907,#FFEBD2,#FFFFFF,#FFD7A5,2.27673917882818,8.63157332099209,10.9083124998203,#DCE9F5,#DCE9F5,#DCE9F5,0.537244568415675,1.70908842996336,3.60201799592684,-0.58313665,#DCE9F5,#FFFFFF,#FFEBD2,#FFFFFF
Cornelius Robinson Jr.,2143423,Monmouth,JR,1388,SF,30.2258390437682,49.9200657470465,64.7920954621297,19.6136994208341,#DCE9F5,#FFFFFF,#DCE9F5,#FFFFFF,8.43095055918925,2.86143223128515,-1.67476037190458,#FFFFFF,#FFFFFF,#FFFFFF,8.37092473723567,11.824274702581,20.1951994398167,#FFEBD2,#FFFFFF,#FFFFFF,1.44603726484381,2.13580223518719,5.71256796903695,-0.00021548849,#FFFFFF,#FFEBD2,#FFFFFF,#FFFFFF
Jacari Brim,2475539,Appalachian State,FR,144,SG,31.7095624556132,43.8856672374801,73.6661024358962,6.71035645914209,#FFFFFF,#DCE9F5,#FFFFFF,#CBDEF0,12.7420267525965,1.92210124657433,6.16935099565148,#FFFFFF,#FFEBD2,#FFEBD2,1.47714758553432,9.65865218170321,11.1357997672375,#DCE9F5,#DCE9F5,#DCE9F5,0.576171997887355,1.77630365650308,4.36232584734977,-0.40752086,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
Vianney Salatchoum,2333140,TCU,SR,172,C,31.1983155192541,50.8179255383511,65.549668500167,18.2002715382113,#DCE9F5,#FFFFFF,#DCE9F5,#FFFFFF,4.14305934832219,4.13710403868049,-10.8499099544163,#DCE9F5,#DCE9F5,#CBDEF0,9.29236497882079,15.0450590198137,24.3374239986345,#FFEBD2,#FFFFFF,#FFEBD2,8.43969014884171,1.2082099874393,7.03246843670312,1.4419907,#FFD7A5,#DCE9F5,#DCE9F5,#FFEBD2
Duncan Powell,1726488,Providence,SR,661,PF,32.7513800463168,52.0362090284308,66.4384988739507,17.1639514738728,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,6.62707810667398,2.31502518908254,-1.17809457996732,#FFFFFF,#FFEBD2,#FFFFFF,7.14470877864681,14.8092683182642,21.953977096911,#FFFFFF,#FFFFFF,#FFFFFF,1.99321662920298,1.14020380192977,4.36659591037744,-1.023239,#FFFFFF,#DCE9F5,#FFFFFF,#DCE9F5
Leo Torbor,1947531,Texas A&M-Corpus Christi,SR,917,SG,30.0603611374304,45.661276264746,52.5338211281847,14.9331227162218,#DCE9F5,#DCE9F5,#CBDEF0,#DCE9F5,14.5653984295943,4.16986773322346,-1.1525058545939,#FFEBD2,#DCE9F5,#FFFFFF,2.52994190076768,9.72796420320313,12.2579061039708,#FFFFFF,#DCE9F5,#DCE9F5,1.40232115595206,3.02137147487361,6.23553628778916,2.073723,#FFFFFF,#FFD7A5,#FFFFFF,#FFD7A5
Jacob Meyer,2119881,UAB,JR,1374,SF,35.5260659483169,45.8834573801532,76.7725448428543,25.0345194805495,#FFEBD2,#DCE9F5,#FFFFFF,#FFEBD2,6.5524466487787,2.29556635130413,-1.17020708854978,#FFFFFF,#FFEBD2,#FFFFFF,2.88402174728497,12.0659205239715,14.9499422712565,#FFFFFF,#FFFFFF,#FFFFFF,0.393168956000221,1.71477293965605,3.61718524854288,-1.0862542,#DCE9F5,#FFFFFF,#FFEBD2,#DCE9F5
Tyler Robbins,2543693,Miami (OH),FR,187,C,29.5851482701444,53.989673576905,64.7077134504958,19.3753204549211,#DCE9F5,#FFEBD2,#DCE9F5,#FFFFFF,4.8053772334816,3.55997046087995,-7.90381216686578,#DCE9F5,#FFFFFF,#DCE9F5,9.34956806045437,17.0894830971956,26.43905115765,#FFEBD2,#FFEBD2,#FFEBD2,6.664844426228,1.07237162064119,8.5837353113479,-0.12388284,#FFD7A5,#DCE9F5,#CBDEF0,#FFFFFF
Keshawn Fisher,2550397,Detroit,FR,351,PF,33.8144441168619,47.786202269768,72.4276036388381,24.4363288178602,#FFFFFF,#FFFFFF,#FFFFFF,#FFEBD2,10.7282368147529,4.23098190716179,-5.01711760360373,#FFFFFF,#DCE9F5,#DCE9F5,6.28670056446394,14.3769113523857,20.6636119168497,#FFFFFF,#FFFFFF,#FFFFFF,3.20192854276538,1.71167254005524,6.82590160883786,0.3168795,#FFEBD2,#FFFFFF,#DCE9F5,#FFFFFF
Grant Slatten,1687088,Tennessee Tech,SR,692,SF,34.064623585826,50.2168601113749,74.2757235647075,12.7282225493564,#FFFFFF,#FFFFFF,#FFFFFF,#DCE9F5,8.18525518347649,2.13729781147859,1.0062990722877,#FFFFFF,#FFEBD2,#FFFFFF,3.98509391281902,9.73523339613483,13.7203273089539,#FFFFFF,#DCE9F5,#FFFFFF,0.557086591625837,1.92563376708922,4.25102032387235,-0.92143086,#DCE9F5,#FFFFFF,#FFFFFF,#DCE9F5
Matija Belic,1924264,Wyoming,SR,372,C,27.8660459402756,53.1630958313444,56.5793118648201,15.9676217966015,#CBDEF0,#FFFFFF,#DCE9F5,#FFFFFF,7.18184934379538,4.20635676617856,-8.26262400444313,#FFFFFF,#DCE9F5,#CBDEF0,7.86453755629257,14.1795429070831,22.0440804633757,#FFEBD2,#FFFFFF,#FFFFFF,2.15068601513356,1.44774276192171,8.17688253157842,0.93962328,#FFFFFF,#FFFFFF,#DCE9F5,#FFEBD2
Corey Caulker,2480400,East Carolina,JR,1624,PG,34.2300179859801,38.6658561284685,76.3509628305965,15.418999893466,#FFFFFF,#CBDEF0,#FFFFFF,#DCE9F5,22.6267178689825,2.84508253627075,11.7788770377943,#FFEBD2,#FFFFFF,#FFD7A5,0.876118297391751,8.3206404534229,9.19675875081465,#CBDEF0,#DCE9F5,#CBDEF0,0.38755901081559,1.47840147500924,3.94362078348953,-0.81091674,#DCE9F5,#FFFFFF,#FFEBD2,#FFFFFF
Jael Martin,2282704,Loyola Marymount,FR,192,PF,31.1755053436606,52.4974453453938,66.4991369519826,12.5591050224483,#DCE9F5,#FFFFFF,#FFFFFF,#DCE9F5,4.95637870889539,2.09388217663124,-1.86418295887214,#DCE9F5,#FFEBD2,#FFFFFF,5.22781914232075,15.6869314661842,20.914750608505,#FFFFFF,#FFFFFF,#FFFFFF,2.58795187233027,1.3626465776476,5.38638210722991,-0.4650664,#FFEBD2,#FFFFFF,#FFFFFF,#FFFFFF
Reggie Thomas,2286439,North Dakota,SR,643,SF,33.1446088529385,44.5822930957392,69.723418133393,14.9567613844834,#FFFFFF,#DCE9F5,#FFFFFF,#DCE9F5,8.7110010086829,2.40710996131412,0.416826661044943,#FFFFFF,#FFEBD2,#FFFFFF,3.79415403063087,9.4480675437052,13.2422215743361,#FFFFFF,#DCE9F5,#FFFFFF,0.715228685643549,2.54005958202288,6.10430153387029,-0.83950672,#FFFFFF,#FFEBD2,#FFFFFF,#DCE9F5
Lazar Milosevic,2539334,Duquesne,FR,134,SF,29.8287461041648,55.0359588206057,63.4133846662756,14.5720074684714,#DCE9F5,#FFEBD2,#DCE9F5,#DCE9F5,7.79793329293761,3.25435058300552,-3.85223424161261,#FFFFFF,#FFFFFF,#FFFFFF,9.56635248953954,16.3005649200995,25.866917409639,#FFEBD2,#FFEBD2,#FFEBD2,0.729724540845382,1.34544670292522,8.04722381626186,0.20691788,#FFFFFF,#DCE9F5,#DCE9F5,#FFFFFF
Ashton Williamson,2333139,Florida International,SO,952,SG,33.4269858199746,43.7106238107513,75.7704963251494,17.4142705052651,#FFFFFF,#DCE9F5,#FFFFFF,#FFFFFF,16.5601313915032,4.64902864082639,-1.19868106860464,#FFEBD2,#DCE9F5,#FFFFFF,1.29532230703666,9.95080597703128,11.2461282840679,#DCE9F5,#FFFFFF,#DCE9F5,0.687014917709081,2.92115128189275,3.21773962559428,1.0978745,#FFFFFF,#FFD7A5,#FFEBD2,#FFEBD2
Tyler Medaris,2340390,Utah Valley,FR,88,C,32.0548924339962,50.9434276846428,62.1256391216657,16.8817751244989,#FFFFFF,#FFFFFF,#DCE9F5,#FFFFFF,9.12272724613243,3.0708826985715,-1.86485092371852,#FFFFFF,#FFFFFF,#FFFFFF,9.37021073900745,17.9099602062159,27.2801709452234,#FFEBD2,#FFEBD2,#FFEBD2,2.81217289386498,1.27734629193931,6.5828906853633,0.77239385,#FFEBD2,#DCE9F5,#DCE9F5,#FFEBD2
Elijah Duval,2540191,Southern Utah,FR,1409,SG,32.9601336964843,50.3179954758393,64.8100050188941,32.127052141404,#FFFFFF,#FFFFFF,#DCE9F5,#FFD7A5,24.7142623792914,6.3765333828345,-0.457357682484155,#FFD7A5,#CBDEF0,#FFFFFF,4.01637972276223,12.9439795222721,16.9603592450343,#FFFFFF,#FFFFFF,#FFFFFF,0.857465237200693,2.27104578814143,6.13302711648136,-0.42742977,#FFFFFF,#FFEBD2,#FFFFFF,#FFFFFF
Taj Glover,2281733,Sacramento State,FR,652,SG,32.7582397160549,44.6947961524307,74.770442642483,18.592780385722,#FFFFFF,#DCE9F5,#FFFFFF,#FFFFFF,15.3516675413908,2.08841705587317,7.96148266189167,#FFEBD2,#FFEBD2,#FFD7A5,1.78263455147204,10.4437188465576,12.2263533980296,#DCE9F5,#FFFFFF,#DCE9F5,0.705896249716061,1.69017310205205,4.63676223198714,-1.3794249,#FFFFFF,#FFFFFF,#FFFFFF,#DCE9F5
Zach Bell,2143487,Southern Utah,JR,133,SG,33.9018098727125,48.167477992172,78.0611953060184,17.4182110124587,#FFFFFF,#FFFFFF,#FFEBD2,#FFFFFF,11.44368524106,3.67394190150855,-2.10173775326874,#FFFFFF,#FFFFFF,#FFFFFF,3.65832440044839,7.52468091883718,11.1830053192856,#FFFFFF,#DCE9F5,#DCE9F5,1.15022714110148,2.86509119198752,5.45096104243106,0.058028477,#FFFFFF,#FFD7A5,#FFFFFF,#FFFFFF
Carlous Williams,2126503,Tennessee State,SR,931,PF,32.781494421646,54.6352450855933,71.4787866965428,17.2179837255306,#FFFFFF,#FFEBD2,#FFFFFF,#FFFFFF,4.20964874425972,3.33534547269187,-7.56210133444985,#DCE9F5,#FFFFFF,#DCE9F5,4.85087028811848,13.1456040733523,17.9964743614708,#FFFFFF,#FFFFFF,#FFFFFF,2.21998714743182,0.89844411172374,6.44276321130171,-0.14852422,#FFFFFF,#CBDEF0,#DCE9F5,#FFFFFF
Morris Ugusuk,2092471,West Virginia,JR,371,SF,34.6961101538667,43.7053588984235,72.9065731551842,12.404498273747,#FFFFFF,#DCE9F5,#FFFFFF,#DCE9F5,4.71549934609192,1.69825863463838,-0.499989983899983,#DCE9F5,#FFD7A5,#FFFFFF,3.39288369197413,9.41557187806925,12.8084555700434,#FFFFFF,#DCE9F5,#FFFFFF,0.45232248761045,1.25368793860669,2.85148140849393,-0.35477166,#DCE9F5,#DCE9F5,#FFD7A5,#FFFFFF
KJ Martin Jr.,2540546,Tulsa,FR,439,SG,32.4963762276389,47.5236771193282,66.9767488415414,11.3772166667555,#FFFFFF,#FFFFFF,#FFFFFF,#DCE9F5,9.87500718742121,2.66672285559943,0.470316251726052,#FFFFFF,#FFFFFF,#FFFFFF,4.11558775746301,13.6383897612357,17.7539775186987,#FFFFFF,#FFFFFF,#FFFFFF,0.435960382991048,1.75880977545088,4.8808174464234,-0.64019285,#DCE9F5,#FFFFFF,#FFFFFF,#FFFFFF
Eric Mulder,1924172,Iowa State,SR,127,C,31.3902519507691,66.5136899485442,52.5260034930039,15.4815437381877,#DCE9F5,#FFD7A5,#CBDEF0,#DCE9F5,3.74511164073338,2.13435854332086,-3.16932852113915,#CBDEF0,#FFEBD2,#FFFFFF,13.0127258201642,21.2187154871314,34.2314413072955,#FFD7A5,#FFD7A5,#FFD7A5,3.28897495361594,2.42613768042661,7.43268066522203,-0.40355264,#FFEBD2,#FFEBD2,#DCE9F5,#FFFFFF
Tony Williams,2471925,Fairfield,FR,1058,PG,33.2701468333336,43.6724696443045,70.8618148073773,19.4142470106662,#FFFFFF,#DCE9F5,#FFFFFF,#FFFFFF,13.0007205373698,2.64864732285112,3.49084951532574,#FFFFFF,#FFFFFF,#FFEBD2,1.77367096956509,5.93081038509926,7.70448135466435,#DCE9F5,#CBDEF0,#CBDEF0,0.337044939491418,2.48718848549222,4.53607921468629,-0.6296953,#DCE9F5,#FFEBD2,#FFFFFF,#FFFFFF
Daniel Ogunyemi,2472183,Yale,FR,44,C,32.392242733871,49.5584445632426,68.1883782396776,16.1322313102228,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,6.84525227501342,2.50821684570819,-1.74943471143954,#FFFFFF,#FFEBD2,#FFFFFF,7.85315235294112,14.6249473952308,22.4780997481719,#FFEBD2,#FFFFFF,#FFFFFF,1.85921539018058,1.42740314987866,6.63610502330803,-0.20192979,#FFFFFF,#FFFFFF,#DCE9F5,#FFFFFF
Lefteris Mantzoukas,2533165,Oklahoma State,FR,408,C,31.6479773554266,54.0484581144487,66.6811634919614,15.4880587876212,#DCE9F5,#FFEBD2,#FFFFFF,#DCE9F5,4.80650808843791,3.28718210783029,-6.80547661452021,#DCE9F5,#FFFFFF,#DCE9F5,6.45276460357739,18.6456902381741,25.0984548417515,#FFFFFF,#FFEBD2,#FFEBD2,2.36298682513379,1.11776120451166,5.42284928658679,0.5854481,#FFFFFF,#DCE9F5,#FFFFFF,#FFEBD2
Christian Moore,2117645,The Citadel,JR,1163,SF,35.357797625914,47.0944448460533,70.4456852248184,25.3247158248345,#FFEBD2,#FFFFFF,#FFFFFF,#FFEBD2,8.11010817295238,2.34794126479763,0.0881325230370947,#FFFFFF,#FFEBD2,#FFFFFF,6.42484414546474,8.64929397841613,15.0741381238809,#FFFFFF,#DCE9F5,#FFFFFF,0.838715495607371,1.10617344261768,4.96937698910999,-2.0753938,#FFFFFF,#DCE9F5,#FFFFFF,#CBDEF0
Mason Jones,2125383,Ball State,JR,1489,SF,30.0761492834219,44.9697193094904,57.0936370515369,7.24547809828088,#DCE9F5,#DCE9F5,#DCE9F5,#CBDEF0,9.84275337264652,1.78377777465008,3.99147310699698,#FFFFFF,#FFEBD2,#FFEBD2,3.98015208854668,13.2520058469604,17.232157935507,#FFFFFF,#FFFFFF,#FFFFFF,1.36820590625312,2.20818314981147,4.82793517539864,0.65643191,#FFFFFF,#FFEBD2,#FFFFFF,#FFEBD2
Mikkel Tyne,2106662,Richmond,JR,975,SG,33.4385906416292,43.8242494633643,77.1094080114453,17.2078458389154,#FFFFFF,#DCE9F5,#FFFFFF,#FFFFFF,11.7782106924218,2.96942903581725,1.04759546199188,#FFFFFF,#FFFFFF,#FFFFFF,1.19322947256653,6.89467075134417,8.0879002239107,#CBDEF0,#CBDEF0,#CBDEF0,0.232105758658898,2.08265064212688,5.25729483453781,-0.55537383,#CBDEF0,#FFFFFF,#FFFFFF,#FFFFFF
Daniel Akitoby,2113969,UTSA,SR,553,C,32.7606308784443,54.518076383766,69.3861372388916,21.8493675789676,#FFFFFF,#FFEBD2,#FFFFFF,#FFFFFF,4.26262340427029,2.95371937242853,-5.97708143673173,#DCE9F5,#FFFFFF,#DCE9F5,11.9367330442582,17.7411914278563,29.6779244721145,#FFD7A5,#FFEBD2,#FFD7A5,4.34004216658438,1.33365645513402,6.82046366041526,-0.75027315,#FFEBD2,#DCE9F5,#DCE9F5,#FFFFFF
Mason Ritter,2289046,Columbia,SO,1089,PF,30.1560839569049,57.3578827738181,68.1689925628676,16.9235135908268,#DCE9F5,#FFEBD2,#FFFFFF,#FFFFFF,10.3484853386818,4.06272711357343,-4.69846576650936,#FFFFFF,#DCE9F5,#DCE9F5,10.2300950135833,12.887571898203,23.1176669117863,#FFEBD2,#FFFFFF,#FFEBD2,2.94246127887421,0.783889622690644,6.40053671455154,-0.25001897,#FFEBD2,#CBDEF0,#DCE9F5,#FFFFFF
Jordann Dumont,2143840,VCU,SO,45,SG,34.0161154682008,52.5222146311405,72.1466133489605,17.1065051696127,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,5.489106331128,1.32726907839106,1.72186570033847,#DCE9F5,#FFD7A5,#FFEBD2,0.860607344643861,12.221105659799,13.0817130044428,#CBDEF0,#FFFFFF,#FFFFFF,2.44797467308427,1.26367532483911,5.42973118070955,-0.13638566,#FFFFFF,#DCE9F5,#FFFFFF,#FFFFFF
JJ Taylor,2096191,Northern Illinois,JR,117,PF,31.6832658997688,52.8510849525836,67.835823883075,19.440702255141,#DCE9F5,#FFFFFF,#FFFFFF,#FFFFFF,8.53456856151096,4.55442299188366,-8.38695758265829,#FFFFFF,#DCE9F5,#CBDEF0,4.74437913294469,13.7159312182181,18.4603103511627,#FFFFFF,#FFFFFF,#FFFFFF,2.1065380291956,1.29858256712161,4.79594421957059,-0.1124409,#FFFFFF,#DCE9F5,#FFFFFF,#FFFFFF
Waka Mbatch,2120183,Montana State,SO,174,C,29.521061006496,55.7040134747573,67.1569219410901,16.7211540442597,#DCE9F5,#FFEBD2,#FFFFFF,#FFFFFF,7.46870047753366,4.00604250080377,-7.18634994588867,#FFFFFF,#DCE9F5,#DCE9F5,5.07691884335569,19.8961108244287,24.9730296677843,#FFFFFF,#FFEBD2,#FFEBD2,5.04771287009888,1.33028343337145,9.65358264757766,0.29371937,#FFEBD2,#DCE9F5,#CBDEF0,#FFFFFF
Fischer Brown,2283321,Western Carolina,SO,106,SG,30.432156708309,49.9938669672497,72.6479904849448,13.8645150245284,#DCE9F5,#FFFFFF,#FFFFFF,#DCE9F5,11.8881102265649,3.4718266117202,-0.869613052605514,#FFFFFF,#FFFFFF,#FFFFFF,3.61843584638831,13.1544262994087,16.772862145797,#FFFFFF,#FFFFFF,#FFFFFF,1.32066359232798,1.83205718505264,3.79074946386248,-0.012773176,#FFFFFF,#FFFFFF,#FFEBD2,#FFFFFF
Gianni Cobb,2289044,Northern Illinois,SO,1426,PG,29.5880017224577,45.4993626328597,64.7251381950582,19.9626633754014,#DCE9F5,#DCE9F5,#DCE9F5,#FFFFFF,24.7685897939396,4.46395384117269,7.28707420069626,#FFD7A5,#DCE9F5,#FFD7A5,1.93493638191826,8.98883515536241,10.9237715372807,#DCE9F5,#DCE9F5,#DCE9F5,0.33315099784436,3.01631587858588,4.48154854719602,0.24368274,#DCE9F5,#FFD7A5,#FFFFFF,#FFFFFF
Josiah Harris,1954202,La Salle,SR,900,C,31.6402953326253,51.1923476322874,63.80304089115,25.9794331877718,#DCE9F5,#FFFFFF,#DCE9F5,#FFEBD2,3.94735958176192,4.09130733713132,-10.8502587301461,#DCE9F5,#DCE9F5,#CBDEF0,12.8940814554996,21.3032323553319,34.1973138108314,#FFD7A5,#FFD7A5,#FFD7A5,3.76505544140327,1.20510087149805,6.58179605611906,0.28814863,#FFEBD2,#DCE9F5,#DCE9F5,#FFFFFF
Gabe Pickens,2325491,New Mexico State,SO,980,PG,32.6303185337318,42.6080300384422,68.9530002107003,13.5895039892373,#FFFFFF,#DCE9F5,#FFFFFF,#DCE9F5,24.5519486068657,5.09367627797803,4.5497547815938,#FFD7A5,#CBDEF0,#FFEBD2,0.505380408908003,7.41131602856877,7.91669643747677,#CBDEF0,#DCE9F5,#CBDEF0,0.307426085474648,2.20901614052649,5.97787129754314,0.24516018,#DCE9F5,#FFEBD2,#FFFFFF,#FFFFFF
JJ Traynor,1591061,Murray State,SR,1294,PF,31.9882858632724,59.657714423805,68.4627649606233,17.7722750879549,#FFFFFF,#FFEBD2,#FFFFFF,#FFFFFF,4.87754052561903,2.61066297131737,-4.01724327241769,#DCE9F5,#FFFFFF,#FFFFFF,6.36091422488754,11.3503682384685,17.711282463356,#FFFFFF,#FFFFFF,#FFFFFF,2.84415756927023,1.08301321129721,4.54694619678066,-0.33108105,#FFEBD2,#DCE9F5,#FFFFFF,#FFFFFF
Cameron Jackson,2299497,UT Arlington,SO,805,PF,32.3354490396335,56.488293400854,60.1599487283674,13.852608106158,#FFFFFF,#FFEBD2,#DCE9F5,#DCE9F5,6.16037748323124,3.10768660568995,-4.80665115333204,#DCE9F5,#FFFFFF,#DCE9F5,10.0012038716098,17.00502803601,27.0062319076198,#FFEBD2,#FFEBD2,#FFEBD2,3.14204241469421,1.26070259617539,6.37517470694162,0.37217117,#FFEBD2,#DCE9F5,#DCE9F5,#FFFFFF
Straton Rogers,2550536,Eastern Washington,SR,1169,PF,32.6296987997221,54.7225980044588,67.38943480276,13.3514473721177,#FFFFFF,#FFEBD2,#FFFFFF,#DCE9F5,8.30885161422731,1.53127879277509,3.56052392516808,#FFFFFF,#FFD7A5,#FFEBD2,8.19259929086384,15.4527858482885,23.6453851391523,#FFEBD2,#FFFFFF,#FFEBD2,0.599170139392417,1.9306375131121,7.12664403019875,-1.3690708,#FFFFFF,#FFFFFF,#DCE9F5,#DCE9F5
Pavle Stosic,2127713,Pepperdine,SO,834,C,28.1590409480468,53.2340573316985,58.584473440431,13.0638172661463,#CBDEF0,#FFFFFF,#DCE9F5,#DCE9F5,7.38414537707067,2.72122056204487,-2.09800074790923,#FFFFFF,#FFFFFF,#FFFFFF,11.5162799402116,14.7530612933744,26.269341233586,#FFD7A5,#FFFFFF,#FFEBD2,3.03641797504136,1.34109522452126,7.02488772811802,0.16206676,#FFEBD2,#DCE9F5,#DCE9F5,#FFFFFF
Eddie Cooke III,2504133,Robert Morris,FR,170,PF,31.0851524352544,47.9043341599447,78.1831592420781,16.3190731703178,#DCE9F5,#FFFFFF,#FFEBD2,#FFFFFF,16.3198441372023,3.69668299441506,2.40543989033381,#FFEBD2,#FFFFFF,#FFEBD2,7.28633959720721,15.3720124290557,22.6583520262629,#FFFFFF,#FFFFFF,#FFEBD2,1.16423195800167,1.32898358605689,5.79732438535284,-1.0104005,#FFFFFF,#DCE9F5,#FFFFFF,#DCE9F5
