player,player_id,team,class,poss,position,value_three_pct,value_two_pct,value_ft_pct,value_scoring,color_three_pct,color_two_pct,color_ft_pct,color_scoring,value_assist_rate,value_TO,value_playmaking,color_assist_rate,color_TO,color_playmaking,value_oreb_pct,value_dreb_pct,value_reb_pct,color_oreb_pct,color_dreb_pct,color_reb_pct,value_blk_pct,value_STL,value_PF,value_D,color_blk_pct,color_STL,color_PF,color_D
Cameron Boozer,2561473,Duke,FR,1889,PF,37.5164693146742,62.7173328567106,77.1551203712013,38.5998380425384,#FFEBD2,#FFD7A5,#FFFFFF,#FFD7A5,22.3175248054889,3.83945802198941,7.48748560759048,#FFEBD2,#DCE9F5,#FFD7A5,12.1308184272065,22.5286223539518,34.6594407811583,#FFD7A5,#FFD7A5,#FFD7A5,2.27544447796752,2.35074073587875,2.92559522941783,4.8827916,#FFFFFF,#FFEBD2,#FFD7A5,#FFD7A5
Yaxel Lendeborg,2098119,Michigan,SR,1811,SF,35.6420752979781,58.9457901779588,80.5340070881069,26.0101603035038,#FFEBD2,#FFEBD2,#FFEBD2,#FFEBD2,17.8928218833421,2.33743459992579,9.35636448346888,#FFEBD2,#FFEBD2,#FFD7A5,10.5682439942546,19.3527422230893,29.9209862173438,#FFEBD2,#FFEBD2,#FFD7A5,5.69446702246839,2.2495441632812,3.25466062785173,5.509953,#FFEBD2,#FFEBD2,#FFEBD2,#FFD7A5
Jeremy Fears Jr.,2119925,Michigan State,JR,1736,PG,35.7727285930925,49.3978018481653,85.6546467383911,29.1310183045556,#FFEBD2,#FFFFFF,#FFD7A5,#FFD7A5,46.7233638771911,4.21541836201137,28.9920941088849,#FFD7A5,#DCE9F5,#FFD7A5,2.07830189730061,7.23662055290409,9.3149224502047,#DCE9F5,#CBDEF0,#CBDEF0,0.767898017563842,2.58188460472608,4.45641021834026,3.4371281,#FFFFFF,#FFEBD2,#FFFFFF,#FFD7A5
Braden Smith,1911492,Purdue,SR,1958,PG,39.3625516461075,50.4155172703347,82.9922901492882,25.4501539898667,#FFD7A5,#FFFFFF,#FFEBD2,#FFEBD2,42.5270945572626,4.62039706110906,23.4056446302143,#FFD7A5,#DCE9F5,#FFD7A5,2.78086285979218,11.5008170157403,14.2816798755325,#FFFFFF,#FFFFFF,#FFFFFF,0.750690820315508,3.18950966793288,2.67621168019774,3.1454856,#FFFFFF,#FFD7A5,#FFD7A5,#FFD7A5
Joshua Jefferson,1908432,Iowa State,SR,1843,PF,33.1426740921967,55.4955395412297,71.0463528733207,31.5379646592702,#FFFFFF,#FFEBD2,#FFFFFF,#FFD7A5,24.7247070321589,4.61205358910625,6.64996960986978,#FFD7A5,#DCE9F5,#FFEBD2,7.70546636296312,21.9800675843029,29.685533947266,#FFEBD2,#FFD7A5,#FFD7A5,2.80534891557036,3.2664392274818,4.3911868171709,4.7163659,#FFEBD2,#FFD7A5,#FFFFFF,#FFD7A5
Bruce Thornton,1917726,Ohio State,SR,2006,SG,39.2669502692637,59.7888905159421,83.5150043783725,32.0514410374337,#FFD7A5,#FFD7A5,#FFEBD2,#FFD7A5,22.4256278918092,1.961224389077,15.1444790994561,#FFEBD2,#FFEBD2,#FFD7A5,3.61759826709568,13.5512444859403,17.168842753036,#FFFFFF,#FFFFFF,#FFFFFF,0.6665528459321,1.9482329275598,2.72658279828671,2.2495771,#FFFFFF,#FFFFFF,#FFD7A5,#FFD7A5
Ja'Kobi Gillespie,1917663,Tennessee,SR,1923,PG,36.9297124796002,53.9120518710496,81.2663194348741,32.382244249533,#FFEBD2,#FFEBD2,#FFEBD2,#FFD7A5,28.2627031027309,3.56023446098521,14.2174720584122,#FFD7A5,#FFFFFF,#FFD7A5,2.2883244632668,7.84199090544938,10.1303153687162,#DCE9F5,#DCE9F5,#DCE9F5,0.817728388936717,3.54273482625327,3.56108909143961,2.9736177,#FFFFFF,#FFD7A5,#FFEBD2,#FFD7A5
Patrick Ngongba,2319989,Duke,SO,1104,C,30.7704695098241,66.0379186793752,70.4163749066798,28.5493562010967,#DCE9F5,#FFD7A5,#FFFFFF,#FFD7A5,13.7676439059415,3.10325221364313,2.38551516070877,#FFFFFF,#FFFFFF,#FFEBD2,11.697797489681,18.0548220445966,29.7526195342776,#FFD7A5,#FFEBD2,#FFD7A5,5.89374903395956,1.72984781326057,7.47678071716328,4.9051755,#FFD7A5,#FFFFFF,#DCE9F5,#FFD7A5
Zuby Ejiofor,1933767,St. John's,SR,1787,PF,31.6899752248583,61.2777915116181,71.9358732155762,31.9975180890033,#DCE9F5,#FFD7A5,#FFFFFF,#FFD7A5,20.2622657861209,3.71317029769149,6.05717556357062,#FFEBD2,#FFFFFF,#FFEBD2,13.582932909429,14.893071367485,28.476004276914,#FFD7A5,#FFFFFF,#FFEBD2,7.02679827344339,2.04549992517543,4.64019691152453,3.9198661,#FFD7A5,#FFFFFF,#FFFFFF,#FFD7A5
Kingston Flemings,2505096,Houston,FR,1779,PG,37.8171088767419,51.4420408468378,83.0083822878067,31.7223519787695,#FFD7A5,#FFFFFF,#FFEBD2,#FFD7A5,29.8610038065787,3.31164288369266,16.7247513657807,#FFD7A5,#FFFFFF,#FFD7A5,2.46513914198095,13.4988618069738,15.9640009489547,#FFFFFF,#FFFFFF,#FFFFFF,1.45747341898224,2.83523527867125,3.62186034402517,3.283896,#FFFFFF,#FFD7A5,#FFEBD2,#FFD7A5
Oscar Cluff,2093260,Purdue,SR,1354,C,33.891156621665,63.8920989048882,71.7251807252931,27.0168001424055,#FFFFFF,#FFD7A5,#FFFFFF,#FFEBD2,12.153613526067,2.55304924321899,3.07648773810275,#FFFFFF,#FFFFFF,#FFEBD2,15.8879591838236,22.734241691122,38.6222008749456,#FFD7A5,#FFD7A5,#FFD7A5,4.25370113699479,1.17870729954434,6.38022628345337,2.85057,#FFEBD2,#DCE9F5,#DCE9F5,#FFD7A5
AJ Dybantsa,2478373,BYU,FR,2107,SF,35.4897536246021,59.061624748695,76.3226659047965,41.8521064776152,#FFEBD2,#FFEBD2,#FFFFFF,#FFD7A5,19.4847939747407,4.38578564708339,2.61840968155297,#FFEBD2,#DCE9F5,#FFEBD2,5.49974141596353,17.4239438954992,22.9236853114627,#FFFFFF,#FFEBD2,#FFEBD2,1.32232770794853,1.77912594952649,1.79385362362977,2.6221759,#FFFFFF,#FFFFFF,#FFD7A5,#FFD7A5
Christian Anderson,2305704,Texas Tech,SO,2029,PG,40.3582334503934,54.2916115309508,80.238307499858,27.1111324539215,#FFD7A5,#FFEBD2,#FFEBD2,#FFEBD2,31.2899735337994,4.33904702322938,13.9397470698415,#FFD7A5,#DCE9F5,#FFD7A5,2.49758150143676,9.50091993538223,11.998501436819,#FFFFFF,#DCE9F5,#DCE9F5,0.739280898842327,2.17930022303719,3.20171553916335,2.2240765,#FFFFFF,#FFEBD2,#FFEBD2,#FFD7A5
Flory Bidunga,2321327,Kansas,SO,1779,C,32.1745519472754,66.5742808257467,64.6336252929959,24.6440103657694,#FFFFFF,#FFD7A5,#DCE9F5,#FFEBD2,9.1215651580532,2.73030204346377,-0.495988776595724,#FFFFFF,#FFFFFF,#FFFFFF,11.6618036624251,19.9309491333799,31.5927527958049,#FFD7A5,#FFEBD2,#FFD7A5,9.27254249585087,1.6577351496637,4.69669228188207,5.2656029,#FFD7A5,#FFFFFF,#FFFFFF,#FFD7A5
Keaton Wagler,2548114,Illinois,FR,1764,SG,38.2109552036971,50.7275851555809,79.6884947689791,32.1552937459734,#FFD7A5,#FFFFFF,#FFEBD2,#FFD7A5,21.8053968839984,3.11468786745803,9.91983263838,#FFEBD2,#FFFFFF,#FFD7A5,7.09198958983849,9.84005396905772,16.9320435588962,#FFFFFF,#FFFFFF,#FFFFFF,1.3010088727103,1.80905813445961,3.36484387285359,2.0924777,#FFFFFF,#FFFFFF,#FFEBD2,#FFD7A5
Tyler Tanner,2280666,Vanderbilt,SO,2018,PG,36.2190620117488,54.5658010149556,84.9680412410908,31.4203159315598,#FFEBD2,#FFEBD2,#FFD7A5,#FFD7A5,25.8991823004882,2.88845407956645,14.6906437466317,#FFD7A5,#FFFFFF,#FFD7A5,2.16698467622989,11.03666537222,13.2036500484499,#DCE9F5,#FFFFFF,#FFFFFF,0.8310376920399,3.96066676402302,3.42469087701427,3.4757835,#FFFFFF,#FFD7A5,#FFEBD2,#FFD7A5
Aday Mara,2106223,Michigan,JR,1391,C,29.3756091169846,63.632280281742,58.1262055275081,28.3714490913062,#CBDEF0,#FFD7A5,#DCE9F5,#FFD7A5,16.2911596573207,4.50124925089676,-0.857914727613593,#FFEBD2,#DCE9F5,#FFFFFF,11.9617078645953,21.8618677776083,33.8235756422036,#FFD7A5,#FFD7A5,#FFD7A5,12.5031639829712,0.954374562900301,5.61712376175947,5.6376519,#FFD7A5,#CBDEF0,#FFFFFF,#FFD7A5
Henri Veesaar,1896872,North Carolina,JR,1622,C,34.9575883595797,69.329215762735,65.1418559980071,30.9837652980052,#FFFFFF,#FFD7A5,#DCE9F5,#FFD7A5,12.0920122308053,2.9862705576307,1.27579458559483,#FFFFFF,#FFFFFF,#FFFFFF,10.0813026771167,21.102482320926,31.1837849980427,#FFEBD2,#FFD7A5,#FFD7A5,5.09360193832975,1.35819473312115,5.37601022411087,3.7804104,#FFEBD2,#FFFFFF,#FFFFFF,#FFD7A5
Bennett Stirtz,1891715,Iowa,SR,1962,SG,39.042815574814,57.7262243108649,83.4716976541911,32.9320144199893,#FFD7A5,#FFEBD2,#FFEBD2,#FFD7A5,25.714044457403,3.03147421602733,13.9407553672663,#FFD7A5,#FFFFFF,#FFD7A5,1.43016523410273,10.0581474996995,11.4883127338022,#DCE9F5,#FFFFFF,#DCE9F5,1.01410735638631,2.66477142336118,3.12523750354214,2.5589373,#FFFFFF,#FFEBD2,#FFEBD2,#FFD7A5
Graham Ike,1608381,Gonzaga,SR,1561,PF,34.0568354223575,61.8832307067999,79.4100369168552,37.3727184415266,#FFFFFF,#FFD7A5,#FFEBD2,#FFD7A5,12.1608960769898,3.34169228309709,-0.088896919427392,#FFFFFF,#FFFFFF,#FFFFFF,9.75208573313874,22.4230004596724,32.1750861928111,#FFEBD2,#FFD7A5,#FFD7A5,2.65587134284363,1.46858802887094,5.6864670459245,3.1111071,#FFEBD2,#FFFFFF,#FFFFFF,#FFD7A5
Silas Demary Jr.,2098959,Connecticut,JR,1639,PG,37.600604337218,48.4200446575616,79.9914339585384,22.988469386783,#FFD7A5,#FFFFFF,#FFEBD2,#FFEBD2,31.2299533177786,4.47739311766066,13.3266567045409,#FFD7A5,#DCE9F5,#FFD7A5,4.12023245207956,14.2097370986351,18.3299695507147,#FFFFFF,#FFFFFF,#FFFFFF,1.21864966674494,3.15282192482369,4.89699983726353,3.3553787,#FFFFFF,#FFD7A5,#FFFFFF,#FFD7A5
Tarris Reed Jr.,1909391,Connecticut,SR,1266,C,30.2418460427928,62.8891222037662,58.6160823051693,31.9754546067384,#DCE9F5,#FFD7A5,#DCE9F5,#FFD7A5,16.1966791634583,4.190227636283,0.304041010697498,#FFEBD2,#DCE9F5,#FFFFFF,14.06946081559,24.7234983154767,38.7929591310667,#FFD7A5,#FFD7A5,#FFD7A5,7.473911703747,1.98930882428706,7.13268008981914,4.7371004,#FFD7A5,#FFFFFF,#DCE9F5,#FFD7A5
Morez Johnson Jr.,2321443,Michigan,SO,1493,C,34.0727228726515,64.8913872879407,75.7158809190129,28.9125744077205,#FFFFFF,#FFD7A5,#FFFFFF,#FFD7A5,7.76512090493835,2.72913951168998,-1.77056024945746,#FFFFFF,#FFFFFF,#FFFFFF,13.9867187902127,20.0340410751766,34.0207598653892,#FFD7A5,#FFEBD2,#FFD7A5,5.14936815426173,1.68049703845687,5.51954612860839,4.5118542,#FFEBD2,#FFFFFF,#FFFFFF,#FFD7A5
Brayden Burries,2478068,Arizona,FR,1824,SG,37.1764422334582,55.4583950052358,80.1166279693394,29.7868052173219,#FFEBD2,#FFEBD2,#FFEBD2,#FFD7A5,13.7331930670817,2.44367594335923,5.00611707772172,#FFFFFF,#FFEBD2,#FFEBD2,2.81716764125983,14.1422587193684,16.9594263606283,#FFFFFF,#FFFFFF,#FFFFFF,0.879139429936157,2.85693803774865,3.7645730572351,3.7195523,#FFFFFF,#FFD7A5,#FFEBD2,#FFD7A5
Thomas Haugh,2106887,Florida,JR,1949,SF,34.1798793987054,58.8918890542531,76.7280812556159,28.5247666394344,#FFFFFF,#FFEBD2,#FFFFFF,#FFD7A5,10.5984056519814,2.29222774726488,2.65892163161784,#FFFFFF,#FFEBD2,#FFEBD2,8.73707211093739,13.2005344375338,21.9376065484712,#FFEBD2,#FFFFFF,#FFFFFF,3.45883451287937,1.82275410823395,4.24019932698198,3.538659,#FFEBD2,#FFFFFF,#FFFFFF,#FFD7A5
Darius Acuff Jr.,2533521,Arkansas,FR,2099,PG,40.5660355996267,51.1038787738639,80.926556010063,35.097327845285,#FFD7A5,#FFFFFF,#FFEBD2,#FFD7A5,30.7036081450225,3.21493396008434,17.9084060662327,#FFD7A5,#FFFFFF,#FFD7A5,1.94158596462318,9.76849575049189,11.7100817151151,#DCE9F5,#DCE9F5,#DCE9F5,1.09899100598258,1.42306142593741,2.28093878756494,1.2865673,#FFFFFF,#FFFFFF,#FFD7A5,#FFEBD2
Caleb Wilson,2506579,North Carolina,FR,1321,PF,31.825833463247,60.889711040149,70.8921560107691,35.0421305317772,#FFFFFF,#FFD7A5,#FFFFFF,#FFD7A5,14.3317573073457,3.44244311458314,1.55315638183644,#FFEBD2,#FFFFFF,#FFEBD2,10.6743140125482,21.5043789503926,32.1786929629408,#FFEBD2,#FFD7A5,#FFD7A5,4.54252084681119,2.17406844523957,3.56885088881729,3.6624147,#FFEBD2,#FFEBD2,#FFEBD2,#FFD7A5
Alex Condon,2106886,Florida,JR,1793,PF,28.7325135634172,59.7206415707602,64.1115269318271,28.1438833195651,#CBDEF0,#FFD7A5,#DCE9F5,#FFD7A5,17.4396040927213,4.12061264189419,1.75625052354909,#FFEBD2,#DCE9F5,#FFEBD2,10.267777102428,18.1523314963581,28.4201085987862,#FFEBD2,#FFEBD2,#FFEBD2,5.34979896553353,1.49312272139607,5.11038050664898,4.3353667,#FFEBD2,#FFFFFF,#FFFFFF,#FFD7A5
JT Toppin,2126448,Texas Tech,JR,1499,C,32.0511411177897,62.0298458613051,62.1620500302591,38.7955314569554,#FFFFFF,#FFD7A5,#DCE9F5,#FFD7A5,12.4426481722019,3.55327027486778,-0.674234950930647,#FFFFFF,#FFFFFF,#FFFFFF,14.0420650438844,23.1486216425459,37.1906866864303,#FFD7A5,#FFD7A5,#FFD7A5,6.27605376889099,2.12401701894437,4.61171098069278,4.0699829,#FFD7A5,#FFFFFF,#FFFFFF,#FFD7A5
Labaron Philon,2301240,Alabama,SO,1708,PG,37.7186640970656,57.5855039075769,78.9458623331007,35.0395406441275,#FFD7A5,#FFEBD2,#FFEBD2,#FFD7A5,26.5660930034578,3.86462957663677,11.3930130277982,#FFD7A5,#DCE9F5,#FFD7A5,2.78879631460706,9.10016701376536,11.8889633283724,#FFFFFF,#DCE9F5,#DCE9F5,1.11913831961952,2.45916802288599,2.58803390845387,1.7335831,#FFFFFF,#FFEBD2,#FFD7A5,#FFEBD2
Duke Miles,1596321,Vanderbilt,SR,1390,PG,37.8094929989974,54.3385178307309,87.7901205014811,30.6858737735687,#FFD7A5,#FFEBD2,#FFD7A5,#FFD7A5,23.5903785184375,3.16536466091518,11.3993858971733,#FFD7A5,#FFFFFF,#FFD7A5,1.39871356815748,12.2575105476365,13.656224115794,#DCE9F5,#FFFFFF,#FFFFFF,0.66925676499122,3.83557454975849,4.64041419034267,3.2690963,#FFFFFF,#FFD7A5,#FFFFFF,#FFD7A5
Richie Saunders,1906894,BYU,SR,1409,SF,39.2494518643373,61.514916791531,81.5310961757522,31.4837955150105,#FFD7A5,#FFD7A5,#FFEBD2,#FFD7A5,11.063265493806,2.74240647909895,1.28651835163216,#FFFFFF,#FFFFFF,#FFFFFF,6.8482480944906,13.8385904457227,20.6868385402133,#FFFFFF,#FFFFFF,#FFFFFF,1.35530844455485,2.62738523009961,4.00579248370624,1.8768331,#FFFFFF,#FFEBD2,#FFEBD2,#FFEBD2
Isaiah Evans,2319985,Duke,SO,1588,SF,38.9193215905385,53.9399158481567,85.6859073164028,33.3871359397479,#FFD7A5,#FFEBD2,#FFD7A5,#FFD7A5,8.77040206705483,2.33175426655596,0.775959324837877,#FFFFFF,#FFEBD2,#FFFFFF,1.53586527026223,11.1910621610524,12.7269274313146,#DCE9F5,#FFFFFF,#FFFFFF,2.29187782713993,1.62565712568302,2.6291291070147,2.8987381,#FFFFFF,#FFFFFF,#FFD7A5,#FFD7A5
Aden Holloway,2106215,Alabama,JR,1517,SG,39.966717126304,51.657056419437,84.2380082656536,31.0299462366968,#FFD7A5,#FFFFFF,#FFD7A5,#FFD7A5,20.6103034003771,2.72874710119718,10.3451685852403,#FFEBD2,#FFFFFF,#FFD7A5,1.55600398495142,9.27615431827532,10.8321583032267,#DCE9F5,#DCE9F5,#DCE9F5,0.371498689055627,1.4590377231297,3.20233943918516,0.93857367,#DCE9F5,#FFFFFF,#FFEBD2,#FFEBD2
Milan Momcilovic,2099047,Iowa State,JR,1754,SF,42.8216808973519,53.5160612115538,85.7669683127351,28.3356951640566,#FFD7A5,#FFFFFF,#FFD7A5,#FFD7A5,5.58154252147016,1.49813564185618,1.12174434314603,#DCE9F5,#FFD7A5,#FFFFFF,1.45516668451297,12.0322603844512,13.4874270689642,#DCE9F5,#FFFFFF,#FFFFFF,1.42700922948793,1.34517036261744,3.12293072779058,2.3171036,#FFFFFF,#DCE9F5,#FFEBD2,#FFD7A5
Pryce Sandfort,2113322,Nebraska,JR,1799,SF,39.5171426623245,60.0287000891019,78.9674385137374,29.7164707508238,#FFD7A5,#FFD7A5,#FFEBD2,#FFD7A5,11.4602813614684,1.25140725478621,7.65836326707481,#FFFFFF,#FFD7A5,#FFD7A5,2.86367226725561,14.3245710547591,17.1882433220147,#FFFFFF,#FFFFFF,#FFFFFF,1.24233005516304,1.70225147622433,2.97412193505427,2.7796337,#FFFFFF,#FFFFFF,#FFD7A5,#FFD7A5
Emanuel Sharp,1890526,Houston,SR,1651,SG,38.8470512181263,45.620358402678,89.1928886184808,31.2865352280711,#FFD7A5,#DCE9F5,#FFD7A5,#FFD7A5,9.92542341413261,1.90778652400529,3.57062316416194,#FFFFFF,#FFEBD2,#FFEBD2,3.55791295725255,9.30670287678806,12.8646158340406,#FFFFFF,#DCE9F5,#FFFFFF,0.464762506318006,2.79437536673012,5.96086645123831,3.1569185,#DCE9F5,#FFD7A5,#FFFFFF,#FFD7A5
Trey Kaufman-Renn,1693954,Purdue,SR,1497,C,30.704984257127,61.3140932661455,63.8599215990592,32.9223964805284,#DCE9F5,#FFD7A5,#DCE9F5,#FFD7A5,15.9025504128927,3.26740114718797,3.73864622704523,#FFEBD2,#FFFFFF,#FFEBD2,12.2303885397826,22.7103420305118,34.9407305702945,#FFD7A5,#FFD7A5,#FFD7A5,1.58605730253037,1.20495427988769,5.11506096829551,2.1304979,#FFFFFF,#DCE9F5,#FFFFFF,#FFD7A5
Tamin Lipsey,1908247,Iowa State,SR,1675,PG,34.7636592464731,54.8915742354684,68.7759853852578,24.7122760872211,#FFFFFF,#FFEBD2,#FFFFFF,#FFEBD2,25.1303682410986,2.78459575423652,14.3833453609036,#FFD7A5,#FFFFFF,#FFD7A5,5.10152641442318,10.0001984018123,15.1017248162355,#FFFFFF,#FFFFFF,#FFFFFF,0.552095947383325,4.14104822432193,3.22444278197413,3.4640248,#DCE9F5,#FFD7A5,#FFEBD2,#FFD7A5
Dailyn Swain,2149051,Texas,JR,1792,SF,33.3244456044545,59.4174718846524,82.2096041431658,30.1654810348476,#FFFFFF,#FFEBD2,#FFEBD2,#FFD7A5,19.1748434194878,4.34169878799899,2.50343454022219,#FFEBD2,#DCE9F5,#FFEBD2,5.81330533606879,21.7096598415811,27.5229651776499,#FFFFFF,#FFD7A5,#FFEBD2,2.22571336045251,2.99240718716156,3.96774826944369,3.0202669,#FFFFFF,#FFD7A5,#FFEBD2,#FFD7A5
Robbie Avila,1935255,Saint Louis,SR,1553,SF,37.7262880953353,61.7285428361423,79.6355641768246,26.1220422288014,#FFD7A5,#FFD7A5,#FFEBD2,#FFEBD2,23.5949338355709,3.8622524141549,8.60050742416129,#FFD7A5,#DCE9F5,#FFD7A5,3.82854055960982,15.76903831612,19.5975788757298,#FFFFFF,#FFFFFF,#FFFFFF,2.19738147120641,1.468739518005,4.03419938648473,2.3497353,#FFFFFF,#FFFFFF,#FFEBD2,#FFD7A5
Joseph Tugler,2111602,Houston,JR,1301,C,32.1957483332392,58.0204698018219,64.2271208105722,21.572393347539,#FFFFFF,#FFEBD2,#DCE9F5,#FFFFFF,9.40078625937153,3.10321327407086,-1.73266364654183,#FFFFFF,#FFFFFF,#FFFFFF,14.2454511920731,13.9517815742813,28.1972327663543,#FFD7A5,#FFFFFF,#FFEBD2,9.40656878474581,3.05643019397193,8.31682462418764,5.0045368,#FFD7A5,#FFD7A5,#CBDEF0,#FFD7A5
Chance Mallory,2505044,Virginia,FR,1386,PG,36.1116462103825,45.8798367700033,79.0952057019086,23.1279117249736,#FFEBD2,#DCE9F5,#FFEBD2,#FFEBD2,24.0263785663986,2.87256729726346,12.9883264291209,#FFD7A5,#FFFFFF,#FFD7A5,2.72603392820035,11.645359241985,14.3713931701854,#FFFFFF,#FFFFFF,#FFFFFF,0.524649760070211,3.51183469342945,4.94543068729956,2.5680811,#DCE9F5,#FFD7A5,#FFFFFF,#FFD7A5
Sam Hoiberg,1702080,Nebraska,SR,1722,SG,36.3731707809756,55.4241909035365,77.3431901665914,16.0944280028665,#FFEBD2,#FFEBD2,#FFFFFF,#FFFFFF,22.2607695653807,2.23208905620809,13.8994718395342,#FFEBD2,#FFEBD2,#FFD7A5,3.29415353177996,14.42665356554,17.7208070973199,#FFFFFF,#FFFFFF,#FFFFFF,0.465143938896105,3.46273790564349,4.7191538597236,4.3209083,#DCE9F5,#FFD7A5,#FFFFFF,#FFD7A5
Jaden Bradley,1920157,Arizona,SR,1872,SG,37.0396636300349,50.1765556871185,81.0246396809543,24.6998104084843,#FFEBD2,#FFFFFF,#FFEBD2,#FFEBD2,22.4502926084274,3.04676309226439,10.8012486128985,#FFEBD2,#FFFFFF,#FFD7A5,2.51208344262177,10.1115720498536,12.6236554924754,#FFFFFF,#FFFFFF,#FFFFFF,0.609982616352829,2.75244903714276,3.44108952282737,3.5436979,#FFFFFF,#FFEBD2,#FFEBD2,#FFD7A5
Nick Boyd,1611694,Wisconsin,SR,1854,SG,37.2901782199048,52.8892300093974,80.8237720730259,37.2067500263073,#FFEBD2,#FFFFFF,#FFEBD2,#FFD7A5,26.3239121489867,2.99115549190141,14.6780936846468,#FFD7A5,#FFFFFF,#FFD7A5,3.19228010726819,11.7407445693473,14.9330246766155,#FFFFFF,#FFFFFF,#FFFFFF,0.284479482941435,2.02716999168043,3.43483570544021,1.4715198,#CBDEF0,#FFFFFF,#FFEBD2,#FFEBD2
Zvonimir Ivisic,2128701,Illinois,JR,927,C,34.3846758946792,67.9537827000661,71.311081626194,23.9002004849646,#FFFFFF,#FFD7A5,#FFFFFF,#FFEBD2,3.2251955366874,2.6818128590849,-5.86174632679477,#CBDEF0,#FFFFFF,#DCE9F5,7.37192471900902,21.5991221176122,28.9710468366212,#FFFFFF,#FFD7A5,#FFD7A5,11.2270634375749,1.39200298177721,5.2224114149161,4.739708,#FFD7A5,#FFFFFF,#FFFFFF,#FFD7A5
Rueben Chinyelu,2093257,Florida,JR,1476,C,30.590540069934,60.6870356060798,66.1361074342252,24.594222021496,#DCE9F5,#FFD7A5,#DCE9F5,#FFEBD2,4.85002698053861,3.30291181032862,-6.82770588007583,#DCE9F5,#FFFFFF,#DCE9F5,15.7947696917832,28.6263506386063,44.4211203303895,#FFD7A5,#FFD7A5,#FFD7A5,5.7335232409222,1.64045617865689,6.919678550976,5.1908018,#FFEBD2,#FFFFFF,#DCE9F5,#FFD7A5
Fletcher Loyer,1911404,Purdue,SR,1669,SG,41.5485940361758,48.2208588385705,85.5199316861865,27.4026600033581,#FFD7A5,#FFFFFF,#FFD7A5,#FFEBD2,12.0845900537853,1.83620187187369,5.89485294992568,#FFFFFF,#FFEBD2,#FFEBD2,1.48265323004989,9.65757853049885,11.1402317605487,#DCE9F5,#DCE9F5,#DCE9F5,0.376299047831491,1.52494328767506,1.98599308875126,1.7748614,#DCE9F5,#FFFFFF,#FFD7A5,#FFEBD2
Boopie Miller,1720487,SMU,SR,2012,PG,38.3506096947391,49.7446914245502,85.7107190731556,28.9811439569129,#FFD7A5,#FFFFFF,#FFD7A5,#FFD7A5,29.2529590038802,4.07229809477039,13.0916370202357,#FFD7A5,#DCE9F5,#FFD7A5,2.04670599881341,11.1637614285197,13.2104674273331,#DCE9F5,#FFFFFF,#FFFFFF,0.465472539377005,2.51649008191781,3.87494693916023,1.6472374,#DCE9F5,#FFEBD2,#FFEBD2,#FFEBD2
Jaxon Kohler,1930360,Michigan State,SR,1493,C,37.2690211041066,57.4225264134199,80.8571158598378,25.1463113730686,#FFEBD2,#FFEBD2,#FFEBD2,#FFEBD2,9.5928253696348,3.09806618486761,-1.5308499234461,#FFFFFF,#FFFFFF,#FFFFFF,13.0587425075079,24.8588549517166,37.9175974592246,#FFD7A5,#FFD7A5,#FFD7A5,4.37807401604548,1.22178378381476,3.80486921239039,3.5012163,#FFEBD2,#DCE9F5,#FFEBD2,#FFD7A5
Nate Ament,2505205,Tennessee,FR,1568,SF,34.2277794406276,48.3825825684511,78.1299424069606,35.2116824246093,#FFFFFF,#FFFFFF,#FFEBD2,#FFD7A5,13.7461794550428,4.07398603160455,-1.53942588447989,#FFFFFF,#DCE9F5,#FFFFFF,7.62039187981517,17.631368226302,25.2517601061172,#FFEBD2,#FFEBD2,#FFEBD2,2.59545810946728,1.90446217211479,3.62103469881365,3.4060786,#FFEBD2,#FFFFFF,#FFEBD2,#FFD7A5
Tre Donaldson,1905711,Miami (Fla.),SR,1941,PG,37.6566818356729,51.6173381437177,75.3388218565776,28.6669141272013,#FFD7A5,#FFFFFF,#FFFFFF,#FFD7A5,27.3951538935813,3.62839733390875,13.1251163014073,#FFD7A5,#FFFFFF,#FFD7A5,2.47793877358923,10.3066953609154,12.7846341345046,#FFFFFF,#FFFFFF,#FFFFFF,0.581824320337351,2.28652360418018,2.79832193630951,1.9037849,#FFFFFF,#FFEBD2,#FFD7A5,#FFEBD2
Dillon Mitchell,1918659,St. John's,SR,1641,SF,26.8867407248848,62.5516180298638,49.9133031131901,18.0976371366471,#CBDEF0,#FFD7A5,#CBDEF0,#FFFFFF,19.1087636251647,1.99761200528446,11.8700146352626,#FFEBD2,#FFEBD2,#FFD7A5,9.52571238571901,19.2921881027439,28.8179004884629,#FFEBD2,#FFEBD2,#FFEBD2,2.65191125795111,2.54951625682459,3.4967310158778,3.8561816,#FFEBD2,#FFEBD2,#FFEBD2,#FFD7A5
Motiejus Krivas,2098978,Arizona,JR,1521,C,32.6886452112894,59.3555335483891,78.3569624755071,23.7588512563527,#FFFFFF,#FFEBD2,#FFEBD2,#FFEBD2,6.01146933253228,3.09112572380133,-4.88046998716626,#DCE9F5,#FFFFFF,#DCE9F5,13.7940622495912,20.3486094213878,34.142671670979,#FFD7A5,#FFD7A5,#FFD7A5,6.51615087519438,1.56277648639075,6.11677688317949,4.837755,#FFD7A5,#FFFFFF,#FFFFFF,#FFD7A5
